Time	x	y	z	rx	ry	rz
4.80	0.613592	-0.274894	0.131522	-179.840317	-0.052430	88.443069
4.90	0.610332	-0.266783	0.127440	-179.835907	-0.054071	88.348328
5.00	0.606623	-0.257212	0.122624	-179.828964	-0.053372	88.264778
5.10	0.601341	-0.244881	0.117441	-179.814636	-0.055412	88.257011
5.20	0.598228	-0.237561	0.114858	-179.846985	-0.045059	88.179024
5.30	0.594191	-0.228462	0.111638	-179.851807	-0.038953	88.080566
5.40	0.590184	-0.219496	0.108746	-179.855484	-0.039597	88.060905
5.50	0.586094	-0.210449	0.106244	-179.852615	-0.037750	88.016739
5.60	0.582864	-0.202957	0.104187	-179.893356	-0.023917	87.893799
5.70	0.579934	-0.196382	0.102427	-179.896469	-0.021399	87.850098
5.80	0.577019	-0.189751	0.100867	-179.903549	-0.016933	87.854179
5.90	0.574076	-0.182863	0.099308	-179.909943	-0.015826	87.785011
6.00	0.571832	-0.177737	0.098162	-179.912460	-0.012305	87.682129
6.10	0.569856	-0.172863	0.097115	-179.932419	-0.005999	87.655579
6.20	0.567721	-0.167643	0.096075	-179.936905	-0.004958	87.639069
6.30	0.565701	-0.162732	0.095099	-179.928528	-0.005808	87.557457
6.40	0.563367	-0.156702	0.093952	-179.934219	-0.004808	87.466721
6.50	0.561160	-0.150905	0.092854	-179.936157	-0.001515	87.444206
6.60	0.559491	-0.145776	0.091967	-179.937286	-0.001722	87.369675
6.70	0.558251	-0.141910	0.091343	-179.952866	0.001167	87.250000
6.80	0.557285	-0.138290	0.090756	-179.956131	0.003616	87.237724
6.90	0.556461	-0.134561	0.090128	-179.951492	0.001604	87.090546
7.00	0.556000	-0.131406	0.089678	-179.965973	0.005727	87.041367
7.10	0.556084	-0.129262	0.089318	-179.972549	0.006020	86.928650
7.20	0.556190	-0.128121	0.089191	-179.982132	0.008184	86.822289
7.30	0.556789	-0.127296	0.089092	-179.992966	0.009226	86.780693
7.40	0.557267	-0.126862	0.088960	-179.989883	0.008109	86.634262
7.50	0.557935	-0.126788	0.088866	-179.987717	0.007339	86.604866
7.60	0.558759	-0.126978	0.088860	-179.995743	0.009426	86.453064
7.70	0.559746	-0.127276	0.088863	-179.995102	0.008720	86.424896
7.80	0.560633	-0.127975	0.088860	-179.995880	0.008889	86.300438
7.90	0.561660	-0.128785	0.088905	179.997665	0.010032	86.218300
8.00	0.562552	-0.129719	0.088923	-179.996704	0.008999	86.158760
8.10	0.563473	-0.130611	0.088974	179.997650	0.009542	86.024155
8.20	0.564208	-0.131617	0.088996	179.998886	0.009434	86.009590
8.30	0.565195	-0.133130	0.088961	179.996918	0.009429	85.927170
8.40	0.566779	-0.135422	0.088946	179.986786	0.011228	85.830040
8.50	0.567895	-0.137291	0.088046	-179.980865	0.005466	85.822609
8.60	0.567998	-0.137441	0.085051	-179.977249	0.007668	85.831459
8.70	0.567773	-0.137388	0.079214	-179.944122	0.002636	85.827225
8.80	0.567558	-0.137329	0.069297	-179.907654	-0.003258	85.827026
8.90	0.567430	-0.137272	0.055516	-179.883774	-0.007845	85.829788
9.00	0.567506	-0.137286	0.042595	-179.904205	-0.004571	85.828651
9.10	0.567598	-0.137296	0.033842	-179.923141	-0.001854	85.828857
9.20	0.567748	-0.137327	0.029265	-179.951859	0.003952	85.830505
9.30	0.567786	-0.137328	0.028406	-179.960968	0.005342	85.831520
