Time	InitPos_1	GoalPos_1	ObstPos_1	Pos_1	Vel_1	InitPos_2	GoalPos_2	ObstPos_2	Pos_2	Vel_2	InitPos_3	GoalPos_3	ObstPos_3	Pos_3	Vel_3	TestEpRet
0.2	0.4173262	0.3877299	0.44167113	0.4173262	-0.25793	0.12143179	0.3630704	0.014343068	0.12143179	-0.05553305	0.1505	0.0835	0.3	0.1505	0.1995211	-100.64027708027002
0.4	0.4173262	0.3877299	0.44167113	0.3657402	0.0072109997	0.12143179	0.3630704	0.014343068	0.11032518	-0.051930368	0.1505	0.0835	0.3	0.19040422	0.17537093	-201.39997152606847
0.6000000000000001	0.4173262	0.3877299	0.44167113	0.3671824	0.13156494	0.12143179	0.3630704	0.014343068	0.09993911	0.00727972	0.1505	0.0835	0.3	0.22547841	0.05578909	-302.29898482416775
0.8	0.4173262	0.3877299	0.44167113	0.39349538	-0.0028305203	0.12143179	0.3630704	0.014343068	0.101395056	0.122156784	0.1505	0.0835	0.3	0.23663622	-0.04454355	-403.2195972873332
1.0	0.4173262	0.3877299	0.44167113	0.3929293	-0.062891975	0.12143179	0.3630704	0.014343068	0.12582642	0.17421576	0.1505	0.0835	0.3	0.22772752	-0.056137614	-503.99089179961555
1.2000000000000002	0.4173262	0.3877299	0.44167113	0.3803509	-0.0751778	0.12143179	0.3630704	0.014343068	0.16066957	0.19808875	0.1505	0.0835	0.3	0.2165	-0.073993124	-604.5780132372674
1.4000000000000001	0.4173262	0.3877299	0.44167113	0.36531532	-0.061590023	0.12143179	0.3630704	0.014343068	0.20028731	0.19819419	0.1505	0.0835	0.3	0.20170137	-0.08836803	-604.9877461850999
1.6	0.4173262	0.3877299	0.44167113	0.3529973	-0.03724623	0.12143179	0.3630704	0.014343068	0.23992616	0.18104766	0.1505	0.0835	0.3	0.18402776	-0.09520486	-605.252536429681
1.8	0.4173262	0.3877299	0.44167113	0.34554806	-0.011713533	0.12143179	0.3630704	0.014343068	0.27613568	0.15332119	0.1505	0.0835	0.3	0.16498679	-0.093989104	-605.4123425098434
2.0	0.4173262	0.3877299	0.44167113	0.34320536	0.009701353	0.12143179	0.3630704	0.014343068	0.30679992	0.12082872	0.1505	0.0835	0.3	0.14618897	-0.08613564	-605.5031690091502
2.2	0.4173262	0.3877299	0.44167113	0.34514564	0.024739716	0.12143179	0.3630704	0.014343068	0.33096567	0.0883719	0.1505	0.0835	0.3	0.12896185	-0.07385552	-605.5523139052372
2.4000000000000004	0.4173262	0.3877299	0.44167113	0.35009357	0.033142436	0.12143179	0.3630704	0.014343068	0.34864005	0.059279777	0.1505	0.0835	0.3	0.11419074	-0.059426885	-605.5780085405388
2.6	0.4173262	0.3877299	0.44167113	0.35672206	0.035808433	0.12143179	0.3630704	0.014343068	0.360496	0.035324372	0.1505	0.0835	0.3	0.10230537	-0.0447833	-605.591245990127
2.8000000000000003	0.4173262	0.3877299	0.44167113	0.36388373	0.03416772	0.12143179	0.3630704	0.014343068	0.3675609	0.017096298	0.1505	0.0835	0.3	0.093348704	-0.031333663	-605.5981169037143
3.0	0.4173262	0.3877299	0.44167113	0.3707173	0.02975272	0.12143179	0.3630704	0.014343068	0.37098014	0.0043749036	0.1505	0.0835	0.3	0.08708197	-0.019937206	-605.601772924432
3.2	0.4173262	0.3877299	0.44167113	0.37666783	0.023936741	0.12143179	0.3630704	0.014343068	0.3718551	-0.0035921354	0.1505	0.0835	0.3	0.08309453	-0.010970592	-605.6037744199651
3.4000000000000004	0.4173262	0.3877299	0.44167113	0.38145518	0.017802587	0.12143179	0.3630704	0.014343068	0.3711367	-0.0077892262	0.1505	0.0835	0.3	0.08090041	-0.004438979	-605.6048888200676
3.6	0.4173262	0.3877299	0.44167113	0.3850157	0.0121040065	0.12143179	0.3630704	0.014343068	0.36957884	-0.009238898	0.1505	0.0835	0.3	0.08001261	-9.761052e-05	-605.6048888200676
