Time	x	y	z	rx	ry	rz
2.80	0.401707	0.088054	0.275616	179.900589	-0.013326	87.280479
2.90	0.411078	0.071761	0.280503	179.901428	-0.008054	87.316742
3.00	0.419747	0.056631	0.284979	179.916687	-0.000415	87.409302
3.10	0.426193	0.045254	0.288381	179.939713	0.002781	87.480042
3.20	0.432169	0.034555	0.291476	179.936996	0.004527	87.502304
3.30	0.436867	0.022414	0.293321	179.969589	0.011092	87.504395
3.40	0.440363	0.011150	0.294219	179.969437	0.011101	87.546494
3.50	0.443047	0.002452	0.294904	179.976913	0.010790	87.654121
3.60	0.444836	-0.003417	0.295365	179.985504	0.012185	87.725296
3.70	0.445074	-0.007939	0.294600	-179.980240	0.013405	87.732750
3.80	0.442531	-0.015165	0.289483	-179.959702	0.010898	87.879837
3.90	0.440358	-0.017471	0.286080	-179.943497	0.011254	87.933289
4.00	0.437717	-0.016163	0.282639	-179.926712	0.010308	87.991211
4.10	0.434892	-0.014331	0.279026	-179.913437	0.008972	88.069046
4.20	0.429846	-0.010679	0.272511	-179.905258	0.010452	88.131310
4.30	0.422962	-0.001232	0.264082	-179.900909	0.013466	88.269493
4.40	0.417232	0.007430	0.257023	-179.890228	0.015008	88.341194
4.50	0.413348	0.015469	0.251867	-179.900970	0.015277	88.374298
4.60	0.409836	0.023158	0.247154	-179.906830	0.015820	88.473885
4.70	0.406504	0.031075	0.242536	-179.915451	0.017786	88.507629
4.80	0.404175	0.038451	0.238721	-179.937317	0.017135	88.532806
4.90	0.402071	0.045355	0.235118	-179.935043	0.017455	88.600426
5.00	0.400369	0.051296	0.232059	-179.947449	0.017345	88.654037
5.10	0.399138	0.056704	0.229371	-179.947525	0.017744	88.649567
5.20	0.398110	0.062671	0.226528	-179.952011	0.017280	88.690552
5.30	0.397077	0.068690	0.223711	-179.955124	0.016746	88.774048
5.40	0.396289	0.073713	0.221326	-179.955856	0.017104	88.795891
5.50	0.395856	0.078855	0.218968	-179.958069	0.017115	88.806129
5.60	0.395700	0.083048	0.217093	-179.960754	0.015952	88.864777
5.70	0.395315	0.090929	0.213531	-179.949951	0.018698	88.969864
5.80	0.395595	0.097699	0.210436	-179.943268	0.022351	88.978958
5.90	0.396212	0.102644	0.208322	-179.959137	0.018244	89.056725
6.00	0.397069	0.108401	0.205794	-179.963638	0.017740	89.108963
6.10	0.398371	0.112919	0.203781	-179.967422	0.017117	89.162178
6.20	0.399373	0.116212	0.202338	-179.974609	0.015290	89.248039
6.30	0.400725	0.119207	0.200996	-179.981369	0.012330	89.261803
6.40	0.402315	0.122083	0.199656	-179.974670	0.015112	89.381531
6.50	0.404526	0.125028	0.198246	-179.984116	0.012639	89.396042
6.60	0.406217	0.126642	0.197446	-179.990753	0.010393	89.502708
6.70	0.407681	0.127661	0.196894	-179.993179	0.009673	89.539810
6.80	0.409242	0.128263	0.196448	-179.991776	0.011010	89.634613
6.90	0.410871	0.128784	0.196101	-179.992386	0.009700	89.696983
7.00	0.412131	0.128722	0.195965	-179.990738	0.010704	89.790657
7.10	0.413203	0.128443	0.195900	-179.992416	0.010136	89.845375
7.20	0.413780	0.127663	0.196084	-179.999283	0.008503	89.849091
7.30	0.415364	0.124878	0.196692	179.995193	0.008174	89.920959
7.40	0.416845	0.122237	0.197103	-179.995438	0.011413	89.983582
7.50	0.417314	0.121298	0.196004	-179.976181	0.018177	89.987961
7.60	0.417165	0.121236	0.191608	-179.950516	0.025667	89.990555
7.70	0.416950	0.121221	0.184068	-179.911255	0.035667	89.986969
7.80	0.416681	0.121158	0.175237	-179.864929	0.049942	89.989578
7.90	0.416581	0.121164	0.158349	-179.849365	0.055801	89.994545
8.00	0.416676	0.121232	0.147008	-179.877869	0.046876	89.999100
8.10	0.416832	0.121279	0.140032	-179.904236	0.039653	90.000511
8.20	0.417160	0.121376	0.137158	-179.967178	0.021008	90.000252
8.30	0.417167	0.121379	0.137096	-179.970535	0.019944	90.000137
