Time	x	y	z	rx	ry	rz
0.00	0.351444	0.012021	0.032424	-179.985962	0.008134	97.330109
0.11	0.351454	0.012022	0.032431	-179.987457	0.008262	97.330086
0.20	0.351460	0.012022	0.032435	-179.988388	0.008352	97.330086
0.30	0.351657	0.012030	0.034085	179.969696	0.011908	97.330750
0.40	0.351821	0.012023	0.039694	179.937775	0.017127	97.338623
0.50	0.352033	0.012054	0.047215	179.893387	0.016258	97.317894
0.60	0.352326	0.012053	0.063279	179.829971	0.024557	97.329971
0.70	0.352270	0.012017	0.077745	179.838150	0.031284	97.341049
0.80	0.352167	0.011969	0.087453	179.844315	0.024462	97.337318
0.90	0.350727	0.008473	0.101499	179.853882	0.028144	97.275467
1.00	0.348828	0.003604	0.112398	179.841278	0.029355	97.075752
1.10	0.347076	-0.000785	0.122413	179.865341	0.026499	96.884636
1.20	0.348211	-0.004678	0.132965	179.844162	0.029536	96.866486
1.30	0.351907	-0.007459	0.142406	179.841156	0.033855	96.797371
1.40	0.356170	-0.010443	0.152776	179.843246	0.035500	96.606476
1.50	0.360339	-0.013059	0.162278	179.863495	0.032513	96.490379
1.60	0.366292	-0.014359	0.169579	179.861801	0.030658	96.491035
1.70	0.374861	-0.014546	0.175338	179.863220	0.030379	96.407089
1.80	0.384522	-0.014353	0.181125	179.866623	0.028255	96.211914
1.90	0.394653	-0.014034	0.187008	179.884689	0.026301	96.113792
2.00	0.405528	-0.012171	0.190585	179.904602	0.025099	96.126190
2.10	0.416954	-0.008860	0.191849	179.924698	0.019937	96.013924
2.20	0.429724	-0.005222	0.193183	179.898346	0.020804	95.801712
2.30	0.442685	-0.000849	0.194037	179.923538	0.018156	95.741768
2.40	0.452260	0.004168	0.193005	179.942017	0.013302	95.741783
2.50	0.465596	0.012754	0.189924	179.958267	0.011911	95.553131
2.60	0.475067	0.018875	0.187769	179.965240	0.009283	95.366501
2.70	0.482815	0.026042	0.185410	179.980652	0.007824	95.352943
2.80	0.487302	0.033692	0.182986	179.996017	0.007307	95.291130
2.90	0.493581	0.045758	0.179262	179.988464	0.005857	95.031250
3.00	0.498179	0.056894	0.175652	-179.978546	0.007113	94.968430
3.10	0.499761	0.066335	0.172503	-179.971130	0.007896	94.935989
3.20	0.501222	0.079631	0.167927	-179.968948	0.008331	94.659752
3.30	0.502020	0.089662	0.164393	-179.965195	0.009512	94.557701
3.40	0.501753	0.097374	0.161518	-179.964691	0.012766	94.550880
3.50	0.500673	0.108844	0.157031	-179.966370	0.010243	94.385033
3.60	0.499957	0.116007	0.154168	-179.959396	0.015136	94.174973
3.70	0.499166	0.123026	0.151363	-179.969101	0.013051	94.137360
3.80	0.497769	0.130221	0.148216	-179.964188	0.014021	94.103737
3.90	0.494855	0.143599	0.142119	-179.962128	0.015046	93.796089
4.00	0.493548	0.149464	0.139376	-179.962418	0.017487	93.711884
4.10	0.492176	0.154679	0.136747	-179.962280	0.018078	93.703903
4.20	0.490518	0.160245	0.133798	-179.956696	0.018493	93.585175
4.30	0.488596	0.166644	0.130359	-179.952682	0.023573	93.394714
4.40	0.486814	0.172675	0.127101	-179.957916	0.021037	93.302185
4.50	0.484856	0.178493	0.123607	-179.953995	0.021730	93.288101
4.60	0.483360	0.182789	0.120809	-179.955536	0.025538	93.155098
4.70	0.481712	0.187658	0.117759	-179.964676	0.021170	92.914658
4.80	0.480384	0.191237	0.115333	-179.957718	0.023016	92.876404
4.90	0.479393	0.193925	0.113227	-179.962082	0.022507	92.809677
5.00	0.477831	0.197996	0.110041	-179.961761	0.023140	92.531921
5.10	0.476332	0.201916	0.106836	-179.961288	0.023799	92.479378
5.20	0.475025	0.205183	0.103408	-179.955597	0.027024	92.372322
5.30	0.474704	0.206330	0.102265	-179.974792	0.019431	92.112785
5.40	0.474094	0.207789	0.100645	-179.967712	0.022339	92.051750
5.50	0.473716	0.208917	0.098714	-179.968964	0.023155	91.965927
5.60	0.473442	0.209783	0.097356	-179.972412	0.021342	91.719704
5.70	0.473217	0.210546	0.096062	-179.975220	0.020429	91.628761
5.80	0.473300	0.210753	0.094693	-179.977325	0.020690	91.570633
5.90	0.473376	0.210889	0.093860	-179.982529	0.017342	91.318733
6.00	0.473399	0.210989	0.093044	-179.977203	0.019871	91.220039
6.10	0.473667	0.210730	0.092318	-179.977509	0.020301	91.185349
6.20	0.473919	0.210403	0.091827	-179.975922	0.020170	90.953766
6.30	0.474257	0.210033	0.091255	-179.977417	0.019998	90.811256
6.40	0.474715	0.209502	0.090856	-179.981949	0.018474	90.775108
6.50	0.475058	0.209081	0.090726	-179.987915	0.015437	90.631950
6.60	0.475605	0.208349	0.090398	-179.986572	0.016103	90.397095
6.70	0.476265	0.207657	0.090383	-179.999451	0.011051	90.383408
6.80	0.476851	0.206934	0.090626	-179.993179	0.013222	90.297981
6.90	0.479704	0.203727	0.091590	179.992142	0.006560	90.034874
7.00	0.481555	0.201517	0.091962	-179.998901	0.010429	89.975418
7.10	0.482083	0.200814	0.089829	-179.978256	0.020931	89.998718
7.20	0.481942	0.200774	0.085393	-179.960602	0.028027	89.993507
7.30	0.481726	0.200757	0.077790	-179.925003	0.039972	89.991142
7.40	0.481503	0.200699	0.065869	-179.886108	0.054579	89.995987
7.50	0.481438	0.200693	0.051003	-179.880844	0.059811	89.998596
7.60	0.481558	0.200768	0.040909	-179.907196	0.048613	90.002884
7.70	0.481679	0.200829	0.034367	-179.933975	0.037833	90.003120
7.80	0.481803	0.200875	0.031963	-179.957199	0.028796	90.003532
