Time	x	y	z	rx	ry	rz
0.00	0.464981	0.369788	0.023395	-179.988708	0.009137	129.714142
0.10	0.464981	0.369789	0.023395	-179.988739	0.009136	129.714249
0.20	0.464982	0.369790	0.023397	-179.988876	0.009138	129.714157
0.30	0.464987	0.369791	0.025214	-179.992722	0.008254	129.714005
0.40	0.465131	0.369889	0.031387	179.973114	0.006874	129.711945
0.50	0.465275	0.369960	0.041605	179.941940	0.008243	129.706573
0.60	0.465431	0.370049	0.055325	179.904129	0.008306	129.704254
0.70	0.465291	0.369976	0.066766	179.934677	0.008836	129.708923
0.80	0.464737	0.369328	0.077307	179.931732	0.010439	129.713776
0.90	0.462383	0.365851	0.086246	179.979095	0.010692	129.713287
1.00	0.458316	0.359549	0.093682	-179.981857	0.010059	129.541992
1.10	0.453923	0.352736	0.100108	-179.984756	0.011185	129.170471
1.20	0.450180	0.346934	0.105790	179.997742	0.008641	128.542267
1.30	0.446263	0.340903	0.111347	-179.975830	0.011559	127.834740
1.40	0.441713	0.333869	0.118023	-179.969589	0.012975	127.330772
1.50	0.436523	0.325794	0.125892	-179.975571	0.012707	127.063324
1.60	0.432024	0.318568	0.132866	-179.978943	0.012581	127.023262
1.70	0.427434	0.311118	0.140283	-179.994339	0.013058	126.934608
1.80	0.422610	0.302966	0.148163	-179.992645	0.013374	126.575996
1.90	0.418153	0.295476	0.155573	179.990128	0.013924	126.028488
2.00	0.412135	0.285471	0.165417	179.982147	0.013315	125.147011
2.10	0.408067	0.278638	0.171974	179.985275	0.012662	124.738129
2.20	0.401843	0.268142	0.182273	179.972565	0.011614	124.432625
2.30	0.395888	0.257531	0.192614	179.950333	0.015023	124.356277
2.40	0.390246	0.246766	0.202682	179.946671	0.012116	124.291176
2.50	0.384867	0.235797	0.212814	179.940430	0.015067	124.006775
2.60	0.380283	0.226564	0.221268	179.954941	0.014642	123.492409
2.70	0.376920	0.219731	0.227530	179.961197	0.013446	122.786819
2.80	0.373609	0.212943	0.233835	179.953613	0.013257	122.179977
2.90	0.370441	0.206285	0.239929	179.954880	0.013008	121.835381
3.00	0.368015	0.197534	0.247146	179.951202	0.013770	121.694130
3.10	0.367802	0.191442	0.251402	179.957764	0.014039	121.655296
3.20	0.368650	0.183830	0.256222	179.961426	0.014637	121.417114
3.30	0.369740	0.176732	0.260602	179.974518	0.013639	120.964104
3.40	0.370656	0.170928	0.264237	179.972366	0.013302	120.242363
3.50	0.371489	0.165538	0.267622	179.968643	0.013649	119.631004
3.60	0.372383	0.159784	0.271156	179.968719	0.018426	119.223701
3.70	0.373599	0.152572	0.275530	179.964630	0.018634	119.039375
3.80	0.375391	0.145763	0.278681	179.971085	0.013941	119.024780
3.90	0.377934	0.138570	0.281164	179.971725	0.017036	118.844055
4.00	0.379436	0.134171	0.282610	179.990692	0.014771	118.461288
4.10	0.380284	0.131778	0.283416	179.993362	0.014008	117.802727
4.20	0.381138	0.129393	0.284192	179.999420	0.012864	117.131561
4.30	0.381991	0.126900	0.285069	-179.997742	0.012517	116.669327
4.40	0.383060	0.124440	0.285781	179.997360	0.013661	116.446060
4.50	0.384473	0.122197	0.286019	179.998657	0.013820	116.429886
