Time	x	y	z	rx	ry	rz
0.00	0.517368	-0.054467	0.028871	-179.984802	0.011052	82.000237
0.12	0.517372	-0.054468	0.028877	-179.985580	0.011056	82.000244
0.20	0.517375	-0.054468	0.028880	-179.986008	0.011044	82.000244
0.30	0.517416	-0.054467	0.029909	-179.996735	0.009525	82.000587
0.40	0.517585	-0.054477	0.034923	179.969543	0.007053	81.999115
0.50	0.517725	-0.054496	0.044046	179.939682	0.007361	81.999184
0.60	0.517911	-0.054506	0.057819	179.902374	0.005409	81.999413
0.70	0.517851	-0.054487	0.070154	179.912643	0.004520	81.999207
0.80	0.517282	-0.054540	0.081670	179.907578	0.006362	82.003685
0.90	0.513484	-0.055313	0.092437	179.941040	0.007984	81.995468
1.00	0.506816	-0.056578	0.100964	179.965805	0.010071	82.008446
1.10	0.498436	-0.058213	0.109623	179.974426	0.010316	82.087791
1.20	0.488118	-0.060230	0.120555	179.969467	0.010291	82.199074
1.30	0.478578	-0.062106	0.130593	179.978287	0.011014	82.322502
1.40	0.470831	-0.063690	0.139326	179.972748	0.009710	82.383278
1.50	0.465624	-0.065375	0.148906	179.932053	0.009037	82.399513
1.60	0.463958	-0.067262	0.159809	179.902557	0.012900	82.417809
1.70	0.464532	-0.069204	0.171584	179.887482	0.014172	82.521599
1.80	0.465309	-0.071005	0.182423	179.856339	0.012573	82.646301
1.90	0.466088	-0.073579	0.198233	179.866486	0.013372	82.801323
2.00	0.467983	-0.075155	0.210163	179.858353	0.016432	82.832359
2.10	0.473302	-0.075459	0.221458	179.826340	0.013856	82.863235
2.20	0.480255	-0.074921	0.232152	179.854309	0.010422	82.995148
2.30	0.486341	-0.074543	0.241347	179.850204	0.013929	83.176086
2.40	0.492202	-0.073941	0.249959	179.862595	0.013561	83.275810
2.50	0.499711	-0.071453	0.256891	179.879791	0.012423	83.300850
2.60	0.507775	-0.067478	0.261225	179.888779	0.013073	83.381302
2.70	0.515445	-0.063606	0.265114	179.894257	0.011196	83.540237
2.80	0.521848	-0.060220	0.268416	179.917999	0.011563	83.695389
2.90	0.526183	-0.056186	0.270579	179.948532	0.010302	83.735023
3.00	0.528156	-0.049870	0.271178	179.987961	0.009576	83.762642
3.10	0.528654	-0.043835	0.270934	179.997665	0.008456	83.880058
3.20	0.529407	-0.032753	0.270313	179.996567	0.009497	84.124321
3.30	0.529586	-0.022430	0.269474	-179.968857	0.011674	84.197517
3.40	0.527653	-0.012442	0.268255	-179.949631	0.013067	84.210381
3.50	0.524662	-0.002279	0.266633	-179.950745	0.014735	84.382622
3.60	0.520809	0.010516	0.264611	-179.931686	0.016112	84.597137
3.70	0.517536	0.021103	0.262797	-179.932419	0.019040	84.646530
3.80	0.511564	0.036754	0.259095	-179.920639	0.023273	84.691078
3.90	0.506591	0.048975	0.255828	-179.920303	0.024354	84.870422
4.00	0.501978	0.060542	0.252805	-179.927704	0.024120	85.055656
4.10	0.497016	0.072459	0.249153	-179.920792	0.027796	85.060493
4.20	0.492576	0.082904	0.245392	-179.915817	0.030152	85.116707
4.30	0.488425	0.092856	0.241716	-179.929718	0.028324	85.261230
4.40	0.484992	0.101007	0.238685	-179.931870	0.030436	85.411911
4.50	0.482019	0.108201	0.235902	-179.938873	0.027838	85.456528
4.60	0.479018	0.115685	0.232654	-179.949982	0.025180	85.462097
4.70	0.476009	0.123123	0.229028	-179.943573	0.028848	85.565147
4.80	0.472558	0.131833	0.224804	-179.941772	0.029439	85.735626
4.90	0.470346	0.137572	0.222052	-179.956070	0.028356	85.833321
5.00	0.468019	0.143693	0.218865	-179.949432	0.029544	85.854813
5.10	0.465839	0.149955	0.215234	-179.949631	0.029191	85.888206
5.20	0.463881	0.155819	0.211643	-179.949768	0.030034	86.037308
5.30	0.461418	0.163142	0.207141	-179.940079	0.034007	86.221275
5.40	0.459327	0.169823	0.202904	-179.948792	0.031972	86.282562
5.50	0.457800	0.175821	0.198494	-179.943649	0.035031	86.286423
5.60	0.456541	0.181668	0.193941	-179.946320	0.034474	86.427261
5.70	0.455894	0.185096	0.191248	-179.961166	0.028076	86.574486
5.80	0.455035	0.189367	0.187812	-179.957397	0.029587	86.669006
5.90	0.454713	0.192775	0.184680	-179.961227	0.027802	86.701958
6.00	0.454651	0.195386	0.181959	-179.960999	0.028897	86.829544
6.10	0.454468	0.200326	0.176911	-179.954849	0.032317	87.073112
6.20	0.454751	0.203837	0.172767	-179.949448	0.035188	87.085846
6.30	0.455559	0.206231	0.169394	-179.954575	0.033191	87.165070
6.40	0.456380	0.208446	0.166234	-179.965637	0.028249	87.424362
6.50	0.457005	0.209700	0.164274	-179.967743	0.027048	87.501366
6.60	0.458050	0.210618	0.162216	-179.974976	0.023728	87.551003
6.70	0.459303	0.211531	0.159848	-179.971954	0.025705	87.811096
6.80	0.460794	0.212520	0.157188	-179.972122	0.025333	87.905350
6.90	0.462948	0.212921	0.154546	-179.971695	0.025982	87.961845
7.00	0.464031	0.212902	0.153479	-179.980179	0.021555	88.200226
7.10	0.465264	0.212836	0.152205	-179.977722	0.022875	88.319908
7.20	0.466755	0.212545	0.151071	-179.984329	0.019216	88.348396
7.30	0.468158	0.212080	0.150189	-179.988388	0.017743	88.569153
