Time	x	y	z	rx	ry	rz
7.40	0.469619	0.211624	0.149246	-179.991180	0.014136	88.732613
7.50	0.471331	0.210826	0.148383	-179.995499	0.012822	88.745613
7.60	0.472533	0.210106	0.147951	-179.991714	0.015579	88.945053
7.70	0.473665	0.209452	0.147512	-179.991638	0.016114	89.137314
7.80	0.474993	0.208633	0.147153	-179.994293	0.014277	89.171730
7.90	0.475837	0.207953	0.147031	-179.989731	0.016832	89.270737
8.00	0.476958	0.207138	0.146910	-179.992859	0.015686	89.558052
8.10	0.477957	0.206249	0.147048	-179.995956	0.014038	89.582397
8.20	0.478745	0.205217	0.147608	-179.990051	0.016580	89.677498
8.30	0.480439	0.203078	0.148978	-179.996902	0.013514	89.914131
8.40	0.481780	0.201332	0.149909	179.995483	0.010562	89.998055
8.50	0.482065	0.200816	0.148117	-179.980255	0.020185	90.000237
8.60	0.481909	0.200762	0.143846	-179.956314	0.031580	89.995987
8.70	0.481687	0.200712	0.136197	-179.916840	0.045716	89.988884
8.80	0.481505	0.200651	0.124261	-179.883713	0.060406	89.992355
8.90	0.481390	0.200649	0.109459	-179.868744	0.065547	89.996788
9.00	0.481543	0.200727	0.099208	-179.903763	0.050953	89.997932
9.10	0.481674	0.200791	0.092528	-179.927795	0.040968	90.000954
9.20	0.481812	0.200854	0.090189	-179.954239	0.029598	89.999123
9.30	0.481843	0.200867	0.089985	-179.960938	0.026852	89.999283
