Time	InitPos_1	GoalPos_1	ObstPos_1	Pos_1	Vel_1	InitPos_2	GoalPos_2	ObstPos_2	Pos_2	Vel_2	InitPos_3	GoalPos_3	ObstPos_3	Pos_3	Vel_3	TestEpRet
0.2	0.48205158	0.46504036	0.34786013	0.48205158	-0.17907105	0.20095386	0.36981818	0.20322777	0.20095386	-0.02708391	0.1505	0.0835	0.3	0.1505	0.12866433	-100.33416928427911
0.4	0.48205158	0.46504036	0.34786013	0.4462374	-0.21794729	0.20095386	0.36981818	0.20322777	0.19553708	0.0008833837	0.1505	0.0835	0.3	0.17623286	0.14233719	-200.72749969057634
0.6000000000000001	0.48205158	0.46504036	0.34786013	0.4026479	-0.18043539	0.20095386	0.36981818	0.20322777	0.19571376	0.044732384	0.1505	0.0835	0.3	0.20470029	0.09827228	-301.21657828432603
0.8	0.48205158	0.46504036	0.34786013	0.36656085	-0.11070268	0.20095386	0.36981818	0.20322777	0.20466024	0.084041044	0.1505	0.0835	0.3	0.22435474	0.034336172	-401.7849948736822
1.0	0.48205158	0.46504036	0.34786013	0.3444203	-0.036807954	0.20095386	0.36981818	0.20322777	0.22146845	0.11047714	0.1505	0.0835	0.3	0.23122197	-0.02680086	-502.3690285059797
1.2000000000000002	0.48205158	0.46504036	0.34786013	0.33705872	0.025587022	0.20095386	0.36981818	0.20322777	0.24356388	0.12230946	0.1505	0.0835	0.3	0.2258618	-0.073652625	-602.8950475298685
1.4000000000000001	0.48205158	0.46504036	0.34786013	0.34217614	0.06971578	0.20095386	0.36981818	0.20322777	0.26802576	0.12193944	0.1505	0.0835	0.3	0.21113127	-0.102376685	-703.3125874201303
1.6	0.48205158	0.46504036	0.34786013	0.3561193	0.09466972	0.20095386	0.36981818	0.20322777	0.29241365	0.11199997	0.1505	0.0835	0.3	0.19065593	-0.113860406	-803.6059852941214
1.8	0.48205158	0.46504036	0.34786013	0.37505326	0.1029528	0.20095386	0.36981818	0.20322777	0.31481364	0.095416605	0.1505	0.0835	0.3	0.16788384	-0.11148907	-903.7884321378143
2.0	0.48205158	0.46504036	0.34786013	0.39564383	0.098654374	0.20095386	0.36981818	0.20322777	0.33389696	0.07531021	0.1505	0.0835	0.3	0.14558603	-0.09956056	-1003.8880551367131
2.2	0.48205158	0.46504036	0.34786013	0.4153747	0.086195104	0.20095386	0.36981818	0.20322777	0.348959	0.05529146	0.1505	0.0835	0.3	0.12567392	-0.082261905	-1103.9348807448773
2.4000000000000004	0.48205158	0.46504036	0.34786013	0.43261373	0.06955795	0.20095386	0.36981818	0.20322777	0.3600173	0.03740724	0.1505	0.0835	0.3	0.10922154	-0.06309631	-1103.952996256438
2.6	0.48205158	0.46504036	0.34786013	0.44652534	0.051897652	0.20095386	0.36981818	0.20322777	0.36749876	0.022673558	0.1505	0.0835	0.3	0.096602276	-0.044643782	-1103.9582165469308
2.8000000000000003	0.48205158	0.46504036	0.34786013	0.45690486	0.03542173	0.20095386	0.36981818	0.20322777	0.37203348	0.011399646	0.1505	0.0835	0.3	0.08767352	-0.028547147	-1103.9582165469308
