Time	x	y	z	rx	ry	rz
3.90	0.184360	0.231803	0.123927	-179.950790	0.076853	86.407402
4.00	0.184163	0.239351	0.118926	-179.959503	0.065748	86.237366
4.10	0.184221	0.246636	0.114173	-179.962906	0.065004	86.167542
4.20	0.184887	0.254383	0.109486	-179.971283	0.052312	86.162079
4.30	0.186097	0.261489	0.105429	-179.973984	0.050931	86.098602
4.40	0.187622	0.269203	0.101078	-179.972046	0.054758	85.947166
4.50	0.189677	0.279190	0.095599	-179.981613	0.040630	85.741951
4.60	0.191233	0.286763	0.091410	-179.986984	0.032644	85.619209
4.70	0.193234	0.294495	0.087359	-179.991135	0.023758	85.579933
4.80	0.196359	0.302783	0.083495	179.998871	0.006693	85.550224
4.90	0.199581	0.310163	0.080269	179.995026	-0.000406	85.422371
5.00	0.203126	0.318321	0.076668	179.993134	-0.002860	85.193466
5.10	0.208929	0.330585	0.071481	179.991516	-0.008601	84.998611
5.20	0.212580	0.336464	0.069453	179.991486	-0.009579	84.963135
5.30	0.221807	0.349398	0.065362	179.988785	-0.018537	84.514297
5.40	0.226599	0.355851	0.063509	179.983765	-0.028798	84.421120
5.50	0.237744	0.366662	0.061686	179.982330	-0.028847	84.246643
5.60	0.241469	0.370066	0.061205	179.989853	-0.014391	84.008217
5.70	0.244639	0.372848	0.060889	179.987839	-0.017620	83.865295
5.80	0.248222	0.375485	0.060884	179.989410	-0.013564	83.860001
5.90	0.251683	0.377596	0.061213	179.987106	-0.018356	83.726715
6.00	0.255921	0.380092	0.061653	179.981735	-0.030046	83.452911
6.10	0.261629	0.383368	0.062214	179.979492	-0.032629	83.297691
6.20	0.267147	0.385666	0.063348	179.978287	-0.032943	83.281670
6.30	0.272164	0.387103	0.064763	179.985519	-0.018518	83.092621
6.40	0.275458	0.388069	0.065715	179.986877	-0.015075	82.826431
6.50	0.278162	0.388737	0.066585	179.987976	-0.014371	82.750534
6.60	0.280945	0.388989	0.067721	179.988388	-0.013273	82.678574
6.70	0.283930	0.389104	0.068996	179.986664	-0.014997	82.406761
6.80	0.287351	0.389276	0.070482	179.986588	-0.015947	82.196182
6.90	0.291180	0.388864	0.072330	179.993088	-0.002153	82.173309
7.00	0.293823	0.388116	0.073958	-179.999542	0.010769	82.027161
7.10	0.295093	0.387790	0.074721	-179.997360	0.013620	81.734657
7.20	0.297064	0.387274	0.075979	179.996964	0.005772	81.636116
7.30	0.298855	0.386287	0.077346	179.997757	0.007785	81.582298
7.40	0.300152	0.385411	0.078376	-179.996490	0.016196	81.310478
7.50	0.301403	0.384714	0.079358	179.999069	0.007430	81.100708
7.60	0.302784	0.383500	0.080643	-179.998093	0.014559	81.076935
7.70	0.303792	0.382423	0.081693	179.995682	0.004315	80.931084
7.80	0.304307	0.381644	0.082316	-179.999237	0.011596	80.646141
7.90	0.304745	0.380636	0.082945	-179.995193	0.020210	80.532684
8.00	0.304427	0.379373	0.083236	-179.993698	0.025350	80.515800
8.10	0.303625	0.378005	0.083241	-179.990082	0.032330	80.332619
8.20	0.302371	0.375674	0.083321	-179.985321	0.038404	80.088516
8.30	0.300882	0.372843	0.083117	-179.983276	0.043134	79.981339
8.40	0.300426	0.372008	0.080887	-179.987564	0.036128	79.996552
8.50	0.300397	0.372003	0.076561	-179.974838	0.057001	79.998741
8.60	0.300280	0.371877	0.068438	-179.953476	0.094092	79.999939
8.70	0.300208	0.371754	0.056408	-179.941391	0.116896	79.997932
8.80	0.300162	0.371755	0.042156	-179.936874	0.124935	80.000732
8.90	0.300243	0.371895	0.031630	-179.951981	0.095196	80.001862
9.00	0.300365	0.371995	0.025250	-179.965729	0.072256	79.999924
9.10	0.300453	0.372102	0.022958	-179.979172	0.048075	79.999992
