Time	InitPos_1	GoalPos_1	ObstPos_1	Pos_1	Vel_1	InitPos_2	GoalPos_2	ObstPos_2	Pos_2	Vel_2	InitPos_3	GoalPos_3	ObstPos_3	Pos_3	Vel_3	TestEpRet
0.2	0.41754198	0.30060977	0.4663963	0.41754198	-0.23137136	0.12012966	0.37228417	0.2844099	0.12012966	-0.10086174	0.1505	0.0835	0.3	0.1505	0.19653182	-0.8199986619880444
0.4	0.41754198	0.30060977	0.4663963	0.3712677	-0.23888987	0.12012966	0.37228417	0.2844099	0.09995731	-0.07564632	0.1505	0.0835	0.3	0.18980637	0.17207013	-1.724585955673624
0.6000000000000001	0.41754198	0.30060977	0.4663963	0.32348973	-0.24175522	0.12012966	0.37228417	0.2844099	0.08482805	0.002020821	0.1505	0.0835	0.3	0.2242204	0.040081277	-2.754739914366195
0.8	0.41754198	0.30060977	0.4663963	0.27513868	-0.21557869	0.12012966	0.37228417	0.2844099	0.08523221	0.119628154	0.1505	0.0835	0.3	0.23223665	-0.09004219	-3.807228270816363
1.0	0.41754198	0.30060977	0.4663963	0.23202294	-0.15304887	0.12012966	0.37228417	0.2844099	0.109157845	0.2104672	0.1505	0.0835	0.3	0.21422821	-0.1647892	-4.7179668650394575
1.2000000000000002	0.41754198	0.30060977	0.4663963	0.20141317	-0.07775195	0.12012966	0.37228417	0.2844099	0.15125129	0.24857396	0.1505	0.0835	0.3	0.18127038	-0.18226716	-5.40069801274672
1.4000000000000001	0.41754198	0.30060977	0.4663963	0.18586278	-0.009023748	0.12012966	0.37228417	0.2844099	0.20096608	0.2458905	0.1505	0.0835	0.3	0.14481694	-0.164235	-5.863589668622894
1.6	0.41754198	0.30060977	0.4663963	0.18405803	0.043570317	0.12012966	0.37228417	0.2844099	0.25014418	0.22063068	0.1505	0.0835	0.3	0.11196993	-0.122979775	-6.156847566214341
1.8	0.41754198	0.30060977	0.4663963	0.19277209	0.07718	0.12012966	0.37228417	0.2844099	0.2942703	0.17869349	0.1505	0.0835	0.3	0.08737398	-0.07907459	-6.334269324530413
2.0	0.41754198	0.30060977	0.4663963	0.20820808	0.09311727	0.12012966	0.37228417	0.2844099	0.330009	0.13192146	0.1505	0.0835	0.3	0.07155906	-0.04168998	-6.439043777291384
2.2	0.41754198	0.30060977	0.4663963	0.22683154	0.0948769	0.12012966	0.37228417	0.2844099	0.3563933	0.08798574	0.1505	0.0835	0.3	0.06322106	-0.012470121	-6.500183276400787
2.4000000000000004	0.41754198	0.30060977	0.4663963	0.24580692	0.08671947	0.12012966	0.37228417	0.2844099	0.37399045	0.050911505	0.1505	0.0835	0.3	0.060727037	0.00844188	-6.535478947295847
2.6	0.41754198	0.30060977	0.4663963	0.2631508	0.0727513	0.12012966	0.37228417	0.2844099	0.38417274	0.022521881	0.1505	0.0835	0.3	0.062415414	0.020007974	-6.555398030324611
2.8000000000000003	0.41754198	0.30060977	0.4663963	0.27770108	0.056407925	0.12012966	0.37228417	0.2844099	0.38867712	0.0027661882	0.1505	0.0835	0.3	0.06641701	0.02436006	-6.5662685901363105
3.0	0.41754198	0.30060977	0.4663963	0.28898266	0.040239006	0.12012966	0.37228417	0.2844099	0.38923037	-0.009459811	0.1505	0.0835	0.3	0.07128902	0.023825336	-6.571993582758857
3.2	0.41754198	0.30060977	0.4663963	0.29703045	0.025898648	0.12012966	0.37228417	0.2844099	0.3873384	-0.015709698	0.1505	0.0835	0.3	0.07605408	0.020363763	-6.574948829377864
3.4000000000000004	0.41754198	0.30060977	0.4663963	0.30221018	0.014258932	0.12012966	0.37228417	0.2844099	0.38419646	-0.017523121	0.1505	0.0835	0.3	0.08012684	0.015473284	-6.5765113175424075
3.6	0.41754198	0.30060977	0.4663963	0.30506197	0.0055826297	0.12012966	0.37228417	0.2844099	0.38069183	-0.016366256	0.1505	0.0835	0.3	0.083221495	0.010341835	-6.5765113175424075
