Time	x	y	z	rx	ry	rz
8.10	0.418815	0.128172	0.196630	-179.990387	0.012556	89.613312
8.20	0.418266	0.124822	0.196926	-179.986786	0.014216	89.849709
8.30	0.417388	0.119987	0.195815	-179.978912	0.015781	90.002548
8.40	0.417310	0.119938	0.191938	-179.958069	0.022593	89.999031
8.50	0.417102	0.119920	0.185277	-179.911606	0.034348	89.988663
8.60	0.416888	0.119867	0.174453	-179.868347	0.049076	89.993027
8.70	0.416738	0.119834	0.160278	-179.841568	0.057899	89.993561
8.80	0.416854	0.119904	0.148396	-179.867523	0.049984	89.997040
8.90	0.417064	0.119976	0.140755	-179.911026	0.037415	89.999596
9.00	0.417235	0.120028	0.137639	-179.938751	0.029209	89.999870
9.10	0.417420	0.120087	0.137086	-179.976471	0.017975	89.999466
