Time	InitPos_1	GoalPos_1	ObstPos_1	Pos_1	Vel_1	InitPos_2	GoalPos_2	ObstPos_2	Pos_2	Vel_2	InitPos_3	GoalPos_3	ObstPos_3	Pos_3	Vel_3	TestEpRet
0.2	0.5372926	0.41754198	0.4663963	0.5372926	-0.190694	-0.10716792	0.12012966	0.2844099	-0.10716792	-0.090918995	0.0925	0.0925	0.3	0.0925	0.21226695	-0.6622861933449928
0.4	0.5372926	0.41754198	0.4663963	0.4991538	-0.13283302	-0.10716792	0.12012966	0.2844099	-0.12535173	-0.06818924	0.0925	0.0925	0.3	0.1349534	0.23094474	-1.349630355312139
0.6000000000000001	0.5372926	0.41754198	0.4663963	0.4725872	-0.13795747	-0.10716792	0.12012966	0.2844099	-0.13898957	0.0018184334	0.0925	0.0925	0.3	0.18114235	0.13388515	-2.130291075972947
0.8	0.5372926	0.41754198	0.4663963	0.4449957	-0.1378556	-0.10716792	0.12012966	0.2844099	-0.13862588	0.07851548	0.0925	0.0925	0.3	0.20791937	0.026165731	-2.9410258359007644
1.0	0.5372926	0.41754198	0.4663963	0.4174246	-0.13791989	-0.10716792	0.12012966	0.2844099	-0.12292278	0.16809848	0.0925	0.0925	0.3	0.21315253	-0.08049966	-3.6778262229390943
1.2000000000000002	0.5372926	0.41754198	0.4663963	0.3898406	-0.10709095	-0.10716792	0.12012966	0.2844099	-0.089303076	0.21429989	0.0925	0.0925	0.3	0.1970526	-0.1315959	-4.233575458241393
1.4000000000000001	0.5372926	0.41754198	0.4663963	0.36842242	-0.06366595	-0.10716792	0.12012966	0.2844099	-0.046443097	0.2215126	0.0925	0.0925	0.3	0.17073342	-0.14101438	-4.596422938526499
1.6	0.5372926	0.41754198	0.4663963	0.35568923	-0.021080162	-0.10716792	0.12012966	0.2844099	-0.0021405779	0.20151584	0.0925	0.0925	0.3	0.14253055	-0.12450581	-4.8092733949022515
1.8	0.5372926	0.41754198	0.4663963	0.35147318	0.013468325	-0.10716792	0.12012966	0.2844099	0.03816259	0.17019767	0.0925	0.0925	0.3	0.11762938	-0.09220679	-4.926505556214871
2.0	0.5372926	0.41754198	0.4663963	0.35416684	0.037203167	-0.10716792	0.12012966	0.2844099	0.07220212	0.13099231	0.0925	0.0925	0.3	0.09918802	-0.061110593	-4.99016411683836
2.2	0.5372926	0.41754198	0.4663963	0.36160746	0.05020608	-0.10716792	0.12012966	0.2844099	0.098400585	0.09169658	0.0925	0.0925	0.3	0.0869659	-0.03443727	-5.026539225994688
2.4000000000000004	0.5372926	0.41754198	0.4663963	0.37164867	0.05416934	-0.10716792	0.12012966	0.2844099	0.1167399	0.05698408	0.0925	0.0925	0.3	0.08007845	-0.013701202	-5.049300305666716
2.6	0.5372926	0.41754198	0.4663963	0.38248253	0.051474568	-0.10716792	0.12012966	0.2844099	0.12813671	0.029131299	0.0925	0.0925	0.3	0.07733821	0.00092315394	-5.0645568059241395
2.8000000000000003	0.5372926	0.41754198	0.4663963	0.39277744	0.044570692	-0.10716792	0.12012966	0.2844099	0.13396297	0.008739123	0.0925	0.0925	0.3	0.077522844	0.010144949	-105.07486009995144
3.0	0.5372926	0.41754198	0.4663963	0.4016916	0.035602484	-0.10716792	0.12012966	0.2844099	0.1357108	-0.0046718894	0.0925	0.0925	0.3	0.07955183	0.014621053	-205.08148373032992
3.2	0.5372926	0.41754198	0.4663963	0.40881208	0.02623237	-0.10716792	0.12012966	0.2844099	0.13477643	-0.012215082	0.0925	0.0925	0.3	0.08247604	0.01552236	-305.0853995561611
3.4000000000000004	0.5372926	0.41754198	0.4663963	0.41405854	0.01759875	-0.10716792	0.12012966	0.2844099	0.13233341	-0.015271257	0.0925	0.0925	0.3	0.08558051	0.014104064	-405.0874911564406
3.6	0.5372926	0.41754198	0.4663963	0.41757828	0.010360679	-0.10716792	0.12012966	0.2844099	0.12927917	-0.015221807	0.0925	0.0925	0.3	0.088401325	0.011439868	-505.08849778312504
3.8000000000000003	0.5372926	0.41754198	0.4663963	0.4196504	0.0047884253	-0.10716792	0.12012966	0.2844099	0.1262348	-0.0132850995	0.0925	0.0925	0.3	0.0906893	0.008345836	-505.08849778312504
