Time	x	y	z	rx	ry	rz
0.00	0.417466	0.120117	0.032428	-179.988708	0.013322	90.001686
0.10	0.417480	0.120121	0.032437	-179.990494	0.012786	90.001579
0.20	0.417585	0.120156	0.034244	179.987335	0.004712	90.001251
0.30	0.417728	0.120180	0.040146	179.961014	-0.001481	89.999100
0.40	0.417959	0.120226	0.050292	179.913498	-0.014090	89.997856
0.50	0.418050	0.120235	0.063489	179.892441	-0.019108	89.999786
0.60	0.417943	0.120217	0.074810	179.911499	-0.016043	89.997612
0.70	0.417594	0.119850	0.083788	179.913528	-0.015531	89.996925
0.80	0.415884	0.117172	0.091713	179.929779	-0.011215	89.981361
0.90	0.412063	0.111443	0.097721	179.958481	-0.000285	90.039452
1.00	0.407408	0.104431	0.101929	179.981232	0.008004	90.308846
1.10	0.401867	0.096117	0.106572	179.997650	0.010494	90.765182
1.20	0.394915	0.085243	0.112911	179.987228	0.009596	91.083359
1.30	0.388510	0.074774	0.118894	179.980225	0.008052	91.198204
1.40	0.382778	0.063321	0.124791	179.976669	0.008570	91.187706
1.50	0.377682	0.051445	0.130631	179.968414	0.008868	91.373566
1.60	0.372140	0.038632	0.136965	179.958160	0.010480	91.781403
1.70	0.367507	0.027796	0.142233	179.963379	0.011079	92.191681
1.80	0.363309	0.018003	0.146865	179.965607	0.012035	92.386398
1.90	0.359086	0.007913	0.150943	179.973007	0.013239	92.416595
2.00	0.354875	-0.002487	0.154279	179.985916	0.013250	92.486549
2.10	0.350727	-0.013183	0.157371	179.973755	0.015170	92.736885
2.20	0.346209	-0.024683	0.160670	179.973175	0.016985	93.146400
2.30	0.342777	-0.033302	0.163148	179.980286	0.015052	93.516914
2.40	0.339706	-0.041014	0.165206	179.985535	0.014591	93.674904
2.50	0.336328	-0.049331	0.166667	179.993591	0.012292	93.691772
2.60	0.333146	-0.057017	0.167269	-179.998123	0.010721	93.815697
2.70	0.329624	-0.065549	0.167615	-179.992111	0.008612	94.188469
2.80	0.325771	-0.074980	0.168009	-179.994980	0.009026	94.669083
2.90	0.322454	-0.083124	0.168343	179.999863	0.012194	94.918846
3.00	0.318931	-0.091017	0.167673	-179.973038	0.002024	94.957008
3.10	0.315482	-0.098583	0.165184	-179.961899	-0.005791	95.067017
3.20	0.313020	-0.104227	0.163075	-179.973297	-0.002782	95.441887
3.30	0.311025	-0.108728	0.161436	-179.975464	0.000064	95.931862
3.40	0.309697	-0.111675	0.160220	-179.976593	-0.000051	96.228210
3.50	0.308306	-0.114089	0.158458	-179.963303	-0.007596	96.294067
3.60	0.306969	-0.115893	0.155850	-179.955017	-0.014189	96.376556
3.70	0.305749	-0.117343	0.152879	-179.958191	-0.009291	96.709755
3.80	0.304517	-0.118675	0.149989	-179.952332	-0.014770	97.190536
3.90	0.303002	-0.120256	0.146567	-179.934357	-0.024295	97.496597
4.00	0.301718	-0.121324	0.142597	-179.939316	-0.023678	97.592476
4.10	0.300928	-0.120889	0.138162	-179.932861	-0.027080	97.655365
4.20	0.300653	-0.119891	0.134568	-179.945389	-0.021815	97.946579
4.30	0.300414	-0.119113	0.131743	-179.949753	-0.019350	98.428146
4.40	0.300017	-0.118103	0.128137	-179.940552	-0.025064	98.786514
4.50	0.299895	-0.116861	0.124854	-179.943726	-0.022423	98.890602
4.60	0.300113	-0.114998	0.121640	-179.948807	-0.018897	98.936783
4.70	0.300528	-0.112599	0.118476	-179.940811	-0.022993	99.218163
4.80	0.300975	-0.110455	0.115671	-179.946228	-0.019878	99.669884
4.90	0.301434	-0.107863	0.112290	-179.937546	-0.024248	100.052383
5.00	0.302142	-0.104639	0.108349	-179.937683	-0.024903	100.171013
5.10	0.303280	-0.101021	0.104875	-179.948029	-0.019914	100.207848
5.20	0.304515	-0.097375	0.101912	-179.950043	-0.018408	100.440872
5.30	0.305457	-0.094839	0.099845	-179.960892	-0.011127	100.880188
5.40	0.306381	-0.091961	0.097537	-179.954651	-0.014214	101.287178
5.50	0.307645	-0.088474	0.094833	-179.960876	-0.010380	101.446838
5.60	0.309100	-0.084848	0.092457	-179.963593	-0.007558	101.467682
5.70	0.310725	-0.081137	0.090375	-179.971588	-0.003708	101.677666
5.80	0.311940	-0.078259	0.088788	-179.969498	-0.003454	102.100937
5.90	0.313131	-0.075372	0.087179	-179.965820	-0.005447	102.525856
6.00	0.316517	-0.067939	0.083504	-179.970490	-0.002706	102.721756
6.10	0.318426	-0.064200	0.082109	-179.972214	-0.002161	102.896149
6.20	0.319789	-0.061622	0.081172	-179.977463	0.000881	103.319359
6.30	0.320956	-0.059358	0.080352	-179.980179	0.002202	103.749893
6.40	0.322572	-0.056240	0.079230	-179.982620	0.003050	103.962135
6.50	0.324353	-0.052980	0.078299	-179.985199	0.003642	103.978165
6.60	0.326768	-0.048960	0.077452	-179.994415	0.007556	104.226410
6.70	0.327511	-0.047742	0.077217	-179.993347	0.007461	104.485283
6.80	0.328659	-0.045826	0.076832	-179.994797	0.008388	104.958031
6.90	0.330096	-0.043391	0.076351	-179.993896	0.007329	105.210953
7.00	0.331810	-0.040751	0.076014	179.997131	0.011337	105.224594
7.10	0.333580	-0.038195	0.075910	179.995804	0.011483	105.345558
7.20	0.334631	-0.036634	0.075877	179.999695	0.009582	105.686684
7.30	0.335593	-0.035213	0.075859	-179.997772	0.008003	106.172050
7.40	0.336774	-0.033535	0.075806	179.998962	0.009694	106.444496
7.50	0.338273	-0.031554	0.075920	179.990005	0.013294	106.481979
7.60	0.339670	-0.029791	0.076235	179.992798	0.010854	106.577766
7.70	0.340509	-0.028732	0.076440	-179.997787	0.007942	106.890434
7.80	0.341392	-0.027741	0.076681	179.991364	0.012357	107.389595
7.90	0.342198	-0.026720	0.076850	179.997513	0.009547	107.677582
8.00	0.343362	-0.025420	0.077215	179.992493	0.012292	107.742882
8.10	0.344575	-0.024230	0.077809	179.994690	0.010563	107.808884
8.20	0.345151	-0.023627	0.078127	-179.995300	0.006801	108.104378
8.30	0.345726	-0.023074	0.078436	-179.994980	0.006734	108.584541
8.40	0.346342	-0.022514	0.078774	-179.995941	0.007557	108.907211
8.50	0.347247	-0.021774	0.079292	179.992050	0.013511	108.996346
8.60	0.348088	-0.021178	0.079995	179.991425	0.013314	109.039520
8.70	0.348486	-0.020866	0.080406	-179.994537	0.007622	109.317368
8.80	0.348876	-0.020631	0.080761	-179.999786	0.010030	109.795540
8.90	0.349385	-0.020376	0.081165	179.995087	0.012068	110.139053
9.00	0.349772	-0.020216	0.081675	179.998962	0.010425	110.252075
9.10	0.349986	-0.020380	0.082204	-179.998215	0.009118	110.290878
9.20	0.350063	-0.020918	0.082828	179.999222	0.010278	110.545189
