Time	InitPos_1	GoalPos_1	ObstPos_1	Pos_1	Vel_1	InitPos_2	GoalPos_2	ObstPos_2	Pos_2	Vel_2	InitPos_3	GoalPos_3	ObstPos_3	Pos_3	Vel_3	TestEpRet
0.2	0.41754198	0.35058707	0.4663963	0.41754198	-0.15230705	0.12012966	-0.026431963	0.2844099	0.12012966	-0.2344981	0.0925	0.089	0.3	0.0925	0.13716573	-0.26218024061533246
0.4	0.41754198	0.35058707	0.4663963	0.38708058	-0.13322648	0.12012966	-0.026431963	0.2844099	0.07323004	-0.30777916	0.0925	0.089	0.3	0.11993314	0.15124032	-0.384540059780998
0.6000000000000001	0.41754198	0.35058707	0.4663963	0.36043528	-0.11249937	0.12012966	-0.026431963	0.2844099	0.01167421	-0.285502	0.0925	0.089	0.3	0.1501812	0.08261771	-0.4376030059759319
0.8	0.41754198	0.35058707	0.4663963	0.3379354	-0.0885459	0.12012966	-0.026431963	0.2844099	-0.045426186	-0.21587777	0.0925	0.089	0.3	0.16670474	0.009645082	-0.503460386406799
1.0	0.41754198	0.35058707	0.4663963	0.3202262	-0.05734633	0.12012966	-0.026431963	0.2844099	-0.08860174	-0.12775362	0.0925	0.089	0.3	0.16863376	-0.045772135	-0.615039637778062
1.2000000000000002	0.41754198	0.35058707	0.4663963	0.30875692	-0.034491237	0.12012966	-0.026431963	0.2844099	-0.11415246	-0.03983093	0.0925	0.089	0.3	0.15947933	-0.08202389	-0.7593986530289755
1.4000000000000001	0.41754198	0.35058707	0.4663963	0.30185866	-0.009389546	0.12012966	-0.026431963	0.2844099	-0.122118644	0.024182871	0.0925	0.089	0.3	0.14307456	-0.09238553	-0.9040641003631866
1.6	0.41754198	0.35058707	0.4663963	0.29998076	0.012472307	0.12012966	-0.026431963	0.2844099	-0.11728207	0.06441252	0.0925	0.089	0.3	0.12459745	-0.08488779	-1.0249371034430983
1.8	0.41754198	0.35058707	0.4663963	0.3024752	0.028150957	0.12012966	-0.026431963	0.2844099	-0.10439957	0.08366338	0.0925	0.089	0.3	0.1076199	-0.06799328	-1.1123636400381929
2.0	0.41754198	0.35058707	0.4663963	0.3081054	0.037028305	0.12012966	-0.026431963	0.2844099	-0.08766689	0.086586714	0.0925	0.089	0.3	0.09402124	-0.047954924	-1.1681720730043466
2.2	0.41754198	0.35058707	0.4663963	0.31551108	0.039863147	0.12012966	-0.026431963	0.2844099	-0.070349544	0.07850701	0.0925	0.089	0.3	0.084430255	-0.028887669	-1.1999826126672537
2.4000000000000004	0.41754198	0.35058707	0.4663963	0.3234837	0.03807917	0.12012966	-0.026431963	0.2844099	-0.05464814	0.064423636	0.0925	0.089	0.3	0.078652725	-0.01300464	-1.2163720673180867
2.6	0.41754198	0.35058707	0.4663963	0.33109954	0.033273004	0.12012966	-0.026431963	0.2844099	-0.04176341	0.04824598	0.0925	0.089	0.3	0.076051794	-0.0011909781	-1.2242074087778143
2.8000000000000003	0.41754198	0.35058707	0.4663963	0.33775413	0.026909	0.12012966	-0.026431963	0.2844099	-0.032114215	0.03266017	0.0925	0.089	0.3	0.0758136	0.006558589	-1.227924531220717
3.0	0.41754198	0.35058707	0.4663963	0.34313592	0.020160249	0.12012966	-0.026431963	0.2844099	-0.025582181	0.01925741	0.0925	0.089	0.3	0.07712532	0.010766636	-1.2299031015048778
3.2	0.41754198	0.35058707	0.4663963	0.34716797	0.013855003	0.12012966	-0.026431963	0.2844099	-0.021730699	0.008771901	0.0925	0.089	0.3	0.07927865	0.012213063	-1.2311898647942858
3.4000000000000004	0.41754198	0.35058707	0.4663963	0.34993896	0.008491894	0.12012966	-0.026431963	0.2844099	-0.019976318	0.0013179122	0.0925	0.089	0.3	0.08172126	0.011733144	-1.2311898647942858
